date,description,count,Macrobond_Code
2023-10-09,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),176137,CAFSTA@TRANSPRT
2023-10-10,Canada: Airport Passengers Screened: Eight Largest Airports (Number),139804,CA8STA@TRANSPRT
2023-10-10,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),153762,CAFSTA@TRANSPRT
2023-10-11,Canada: Airport Passengers Screened: Eight Largest Airports (Number),162048,CA8STA@TRANSPRT
2023-10-11,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),182245,CAFSTA@TRANSPRT
2023-10-12,Canada: Airport Passengers Screened: Eight Largest Airports (Number),155480,CA8STA@TRANSPRT
2023-10-12,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),174682,CAFSTA@TRANSPRT
2023-10-13,Canada: Airport Passengers Screened: Eight Largest Airports (Number),135811,CA8STA@TRANSPRT
2023-10-13,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),151186,CAFSTA@TRANSPRT
2023-10-14,Canada: Airport Passengers Screened: Eight Largest Airports (Number),143860,CA8STA@TRANSPRT
2023-10-14,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),160598,CAFSTA@TRANSPRT
2023-10-15,Canada: Airport Passengers Screened: Eight Largest Airports (Number),155448,CA8STA@TRANSPRT
2023-10-15,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),174772,CAFSTA@TRANSPRT
2023-10-16,Canada: Airport Passengers Screened: Eight Largest Airports (Number),159918,CA8STA@TRANSPRT
2023-10-16,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),180176,CAFSTA@TRANSPRT
2023-10-17,Canada: Airport Passengers Screened: Eight Largest Airports (Number),135887,CA8STA@TRANSPRT
2023-10-17,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),149307,CAFSTA@TRANSPRT
2023-10-18,Canada: Airport Passengers Screened: Eight Largest Airports (Number),157453,CA8STA@TRANSPRT
2023-10-18,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),176535,CAFSTA@TRANSPRT
2023-10-19,Canada: Airport Passengers Screened: Eight Largest Airports (Number),150579,CA8STA@TRANSPRT
2023-10-19,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),169299,CAFSTA@TRANSPRT
2023-10-20,Canada: Airport Passengers Screened: Eight Largest Airports (Number),133282,CA8STA@TRANSPRT
2023-10-20,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),147897,CAFSTA@TRANSPRT
2023-10-21,Canada: Airport Passengers Screened: Eight Largest Airports (Number),141829,CA8STA@TRANSPRT
2023-10-21,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),157411,CAFSTA@TRANSPRT
2023-10-22,Canada: Airport Passengers Screened: Eight Largest Airports (Number),148300,CA8STA@TRANSPRT
2023-10-22,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),165620,CAFSTA@TRANSPRT
2023-10-23,Canada: Airport Passengers Screened: Eight Largest Airports (Number),152176,CA8STA@TRANSPRT
2023-10-23,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),172253,CAFSTA@TRANSPRT
2023-10-24,Canada: Airport Passengers Screened: Eight Largest Airports (Number),128670,CA8STA@TRANSPRT
2023-10-24,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),141955,CAFSTA@TRANSPRT
2023-10-25,Canada: Airport Passengers Screened: Eight Largest Airports (Number),142581,CA8STA@TRANSPRT
2023-10-25,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),158810,CAFSTA@TRANSPRT
2023-10-26,Canada: Airport Passengers Screened: Eight Largest Airports (Number),131849,CA8STA@TRANSPRT
2023-10-26,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),146036,CAFSTA@TRANSPRT
2023-10-27,Canada: Airport Passengers Screened: Eight Largest Airports (Number),111772,CA8STA@TRANSPRT
2023-10-27,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),123139,CAFSTA@TRANSPRT
2023-10-28,Canada: Airport Passengers Screened: Eight Largest Airports (Number),132244,CA8STA@TRANSPRT
2023-10-28,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),146858,CAFSTA@TRANSPRT
2023-10-29,Canada: Airport Passengers Screened: Eight Largest Airports (Number),140790,CA8STA@TRANSPRT
2023-10-29,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),156733,CAFSTA@TRANSPRT
2023-10-30,Canada: Airport Passengers Screened: Eight Largest Airports (Number),147080,CA8STA@TRANSPRT
2023-10-30,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),164229,CAFSTA@TRANSPRT
2023-10-31,Canada: Airport Passengers Screened: Eight Largest Airports (Number),131828,CA8STA@TRANSPRT
2023-10-31,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),144482,CAFSTA@TRANSPRT
2023-11-01,Canada: Airport Passengers Screened: Eight Largest Airports (Number),151412,CA8STA@TRANSPRT
2023-11-01,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),167516,CAFSTA@TRANSPRT
2023-11-02,Canada: Airport Passengers Screened: Eight Largest Airports (Number),142535,CA8STA@TRANSPRT
2023-11-02,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),158337,CAFSTA@TRANSPRT
2023-11-03,Canada: Airport Passengers Screened: Eight Largest Airports (Number),130437,CA8STA@TRANSPRT
2023-11-03,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),144109,CAFSTA@TRANSPRT
2023-11-04,Canada: Airport Passengers Screened: Eight Largest Airports (Number),139178,CA8STA@TRANSPRT
2023-11-04,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),153764,CAFSTA@TRANSPRT
2023-11-05,Canada: Airport Passengers Screened: Eight Largest Airports (Number),153396,CA8STA@TRANSPRT
2023-11-05,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),170839,CAFSTA@TRANSPRT
2023-11-06,Canada: Airport Passengers Screened: Eight Largest Airports (Number),158040,CA8STA@TRANSPRT
2023-11-06,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),176634,CAFSTA@TRANSPRT
2023-11-07,Canada: Airport Passengers Screened: Eight Largest Airports (Number),138363,CA8STA@TRANSPRT
2023-11-07,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),152325,CAFSTA@TRANSPRT
2023-11-08,Canada: Airport Passengers Screened: Eight Largest Airports (Number),146912,CA8STA@TRANSPRT
2023-11-08,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),162623,CAFSTA@TRANSPRT
2023-11-09,Canada: Airport Passengers Screened: Eight Largest Airports (Number),144347,CA8STA@TRANSPRT
2023-11-09,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),160911,CAFSTA@TRANSPRT
2023-11-10,Canada: Airport Passengers Screened: Eight Largest Airports (Number),130334,CA8STA@TRANSPRT
2023-11-10,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),145454,CAFSTA@TRANSPRT
2023-11-11,Canada: Airport Passengers Screened: Eight Largest Airports (Number),132896,CA8STA@TRANSPRT
2023-11-11,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),147526,CAFSTA@TRANSPRT
2023-11-12,Canada: Airport Passengers Screened: Eight Largest Airports (Number),142687,CA8STA@TRANSPRT
2023-11-12,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),159556,CAFSTA@TRANSPRT
2023-11-13,Canada: Airport Passengers Screened: Eight Largest Airports (Number),146591,CA8STA@TRANSPRT
2023-11-13,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),163545,CAFSTA@TRANSPRT
2023-11-14,Canada: Airport Passengers Screened: Eight Largest Airports (Number),127089,CA8STA@TRANSPRT
2023-11-14,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),139546,CAFSTA@TRANSPRT
2023-11-15,Canada: Airport Passengers Screened: Eight Largest Airports (Number),141426,CA8STA@TRANSPRT
2023-11-15,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),157298,CAFSTA@TRANSPRT
2023-11-16,Canada: Airport Passengers Screened: Eight Largest Airports (Number),132202,CA8STA@TRANSPRT
2023-11-16,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),147535,CAFSTA@TRANSPRT
2023-11-17,Canada: Airport Passengers Screened: Eight Largest Airports (Number),119850,CA8STA@TRANSPRT
2023-11-17,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),132448,CAFSTA@TRANSPRT
2023-11-18,Canada: Airport Passengers Screened: Eight Largest Airports (Number),131586,CA8STA@TRANSPRT
2023-11-18,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),145710,CAFSTA@TRANSPRT
2023-11-19,Canada: Airport Passengers Screened: Eight Largest Airports (Number),133476,CA8STA@TRANSPRT
2023-11-19,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),149520,CAFSTA@TRANSPRT
2023-11-20,Canada: Airport Passengers Screened: Eight Largest Airports (Number),141133,CA8STA@TRANSPRT
2023-11-20,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),157371,CAFSTA@TRANSPRT
2023-11-21,Canada: Airport Passengers Screened: Eight Largest Airports (Number),130237,CA8STA@TRANSPRT
2023-11-21,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),142408,CAFSTA@TRANSPRT
2023-11-22,Canada: Airport Passengers Screened: Eight Largest Airports (Number),146713,CA8STA@TRANSPRT
2023-11-22,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),163005,CAFSTA@TRANSPRT
2023-11-23,Canada: Airport Passengers Screened: Eight Largest Airports (Number),137165,CA8STA@TRANSPRT
2023-11-23,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),152882,CAFSTA@TRANSPRT
2023-11-24,Canada: Airport Passengers Screened: Eight Largest Airports (Number),124384,CA8STA@TRANSPRT
2023-11-24,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),138056,CAFSTA@TRANSPRT
2023-11-25,Canada: Airport Passengers Screened: Eight Largest Airports (Number),125509,CA8STA@TRANSPRT
2023-11-25,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),139285,CAFSTA@TRANSPRT
2023-11-26,Canada: Airport Passengers Screened: Eight Largest Airports (Number),141115,CA8STA@TRANSPRT
2023-11-26,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),157739,CAFSTA@TRANSPRT
2023-11-27,Canada: Airport Passengers Screened: Eight Largest Airports (Number),149539,CA8STA@TRANSPRT
2023-11-27,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),166384,CAFSTA@TRANSPRT
2023-11-28,Canada: Airport Passengers Screened: Eight Largest Airports (Number),123151,CA8STA@TRANSPRT
2023-11-28,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),134939,CAFSTA@TRANSPRT
2023-11-29,Canada: Airport Passengers Screened: Eight Largest Airports (Number),140033,CA8STA@TRANSPRT
2023-11-29,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),155610,CAFSTA@TRANSPRT
2023-11-30,Canada: Airport Passengers Screened: Eight Largest Airports (Number),129820,CA8STA@TRANSPRT
2023-11-30,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),144944,CAFSTA@TRANSPRT
2023-12-01,Canada: Airport Passengers Screened: Eight Largest Airports (Number),74247,CA8STA@TRANSPRT
2023-12-01,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),82547,CAFSTA@TRANSPRT
2023-12-02,Canada: Airport Passengers Screened: Eight Largest Airports (Number),125337,CA8STA@TRANSPRT
2023-12-02,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),138849,CAFSTA@TRANSPRT
2023-12-03,Canada: Airport Passengers Screened: Eight Largest Airports (Number),138192,CA8STA@TRANSPRT
2023-12-03,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),153908,CAFSTA@TRANSPRT
2023-12-04,Canada: Airport Passengers Screened: Eight Largest Airports (Number),145491,CA8STA@TRANSPRT
2023-12-04,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),161919,CAFSTA@TRANSPRT
2023-12-05,Canada: Airport Passengers Screened: Eight Largest Airports (Number),126738,CA8STA@TRANSPRT
2023-12-05,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),139410,CAFSTA@TRANSPRT
2023-12-06,Canada: Airport Passengers Screened: Eight Largest Airports (Number),142513,CA8STA@TRANSPRT
2023-12-06,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),158414,CAFSTA@TRANSPRT
2023-12-07,Canada: Airport Passengers Screened: Eight Largest Airports (Number),131603,CA8STA@TRANSPRT
2023-12-07,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),146233,CAFSTA@TRANSPRT
2023-12-08,Canada: Airport Passengers Screened: Eight Largest Airports (Number),124051,CA8STA@TRANSPRT
2023-12-08,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),138411,CAFSTA@TRANSPRT
2023-12-09,Canada: Airport Passengers Screened: Eight Largest Airports (Number),134522,CA8STA@TRANSPRT
2023-12-09,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),149625,CAFSTA@TRANSPRT
2023-12-10,Canada: Airport Passengers Screened: Eight Largest Airports (Number),143112,CA8STA@TRANSPRT
2023-12-10,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),159919,CAFSTA@TRANSPRT
2023-12-11,Canada: Airport Passengers Screened: Eight Largest Airports (Number),155532,CA8STA@TRANSPRT
2023-12-11,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),172978,CAFSTA@TRANSPRT
2023-12-12,Canada: Airport Passengers Screened: Eight Largest Airports (Number),141827,CA8STA@TRANSPRT
2023-12-12,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),156919,CAFSTA@TRANSPRT
2023-12-13,Canada: Airport Passengers Screened: Eight Largest Airports (Number),152160,CA8STA@TRANSPRT
2023-12-13,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),168323,CAFSTA@TRANSPRT
2023-12-14,Canada: Airport Passengers Screened: Eight Largest Airports (Number),142266,CA8STA@TRANSPRT
2023-12-14,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),158184,CAFSTA@TRANSPRT
2023-12-15,Canada: Airport Passengers Screened: Eight Largest Airports (Number),151863,CA8STA@TRANSPRT
2023-12-15,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),168251,CAFSTA@TRANSPRT
2023-12-16,Canada: Airport Passengers Screened: Eight Largest Airports (Number),162485,CA8STA@TRANSPRT
2023-12-16,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),179845,CAFSTA@TRANSPRT
2023-12-17,Canada: Airport Passengers Screened: Eight Largest Airports (Number),166178,CA8STA@TRANSPRT
2023-12-17,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),185815,CAFSTA@TRANSPRT
2023-12-18,Canada: Airport Passengers Screened: Eight Largest Airports (Number),181430,CA8STA@TRANSPRT
2023-12-18,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),203135,CAFSTA@TRANSPRT
2023-12-19,Canada: Airport Passengers Screened: Eight Largest Airports (Number),173201,CA8STA@TRANSPRT
2023-12-19,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),193698,CAFSTA@TRANSPRT
2023-12-20,Canada: Airport Passengers Screened: Eight Largest Airports (Number),157229,CA8STA@TRANSPRT
2023-12-20,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),173383,CAFSTA@TRANSPRT
2023-12-21,Canada: Airport Passengers Screened: Eight Largest Airports (Number),141925,CA8STA@TRANSPRT
2023-12-21,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),155512,CAFSTA@TRANSPRT
2023-12-22,Canada: Airport Passengers Screened: Eight Largest Airports (Number),161809,CA8STA@TRANSPRT
2023-12-22,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),180869,CAFSTA@TRANSPRT
2023-12-23,Canada: Airport Passengers Screened: Eight Largest Airports (Number),171378,CA8STA@TRANSPRT
2023-12-23,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),190432,CAFSTA@TRANSPRT
2023-12-24,Canada: Airport Passengers Screened: Eight Largest Airports (Number),164875,CA8STA@TRANSPRT
2023-12-24,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),184716,CAFSTA@TRANSPRT
2023-12-25,Canada: Airport Passengers Screened: Eight Largest Airports (Number),170381,CA8STA@TRANSPRT
2023-12-25,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),190281,CAFSTA@TRANSPRT
2023-12-26,Canada: Airport Passengers Screened: Eight Largest Airports (Number),163118,CA8STA@TRANSPRT
2023-12-26,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),182481,CAFSTA@TRANSPRT
2023-12-27,Canada: Airport Passengers Screened: Eight Largest Airports (Number),147758,CA8STA@TRANSPRT
2023-12-27,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),163856,CAFSTA@TRANSPRT
2023-12-28,Canada: Airport Passengers Screened: Eight Largest Airports (Number),154908,CA8STA@TRANSPRT
2023-12-28,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),173258,CAFSTA@TRANSPRT
2023-12-29,Canada: Airport Passengers Screened: Eight Largest Airports (Number),159527,CA8STA@TRANSPRT
2023-12-29,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),178190,CAFSTA@TRANSPRT
2023-12-30,Canada: Airport Passengers Screened: Eight Largest Airports (Number),158227,CA8STA@TRANSPRT
2023-12-30,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),175652,CAFSTA@TRANSPRT
2023-12-31,Canada: Airport Passengers Screened: Eight Largest Airports (Number),154058,CA8STA@TRANSPRT
2023-12-31,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),171212,CAFSTA@TRANSPRT
2024-01-01,Canada: Airport Passengers Screened: Eight Largest Airports (Number),154058,CA8STA@TRANSPRT
2024-01-01,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),171212,CAFSTA@TRANSPRT
2024-01-02,Canada: Airport Passengers Screened: Eight Largest Airports (Number),155036,CA8STA@TRANSPRT
2024-01-02,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),171982,CAFSTA@TRANSPRT
2024-01-03,Canada: Airport Passengers Screened: Eight Largest Airports (Number),149747,CA8STA@TRANSPRT
2024-01-03,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),165181,CAFSTA@TRANSPRT
2024-01-04,Canada: Airport Passengers Screened: Eight Largest Airports (Number),157158,CA8STA@TRANSPRT
2024-01-04,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),175070,CAFSTA@TRANSPRT
2024-01-05,Canada: Airport Passengers Screened: Eight Largest Airports (Number),147628,CA8STA@TRANSPRT
2024-01-05,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),164701,CAFSTA@TRANSPRT
2024-01-06,Canada: Airport Passengers Screened: Eight Largest Airports (Number),132291,CA8STA@TRANSPRT
2024-01-06,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),147165,CAFSTA@TRANSPRT
2024-01-07,Canada: Airport Passengers Screened: Eight Largest Airports (Number),131380,CA8STA@TRANSPRT
2024-01-07,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),145175,CAFSTA@TRANSPRT
2024-01-08,Canada: Airport Passengers Screened: Eight Largest Airports (Number),137228,CA8STA@TRANSPRT
2024-01-08,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),151967,CAFSTA@TRANSPRT
2024-01-09,Canada: Airport Passengers Screened: Eight Largest Airports (Number),139479,CA8STA@TRANSPRT
2024-01-09,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),154932,CAFSTA@TRANSPRT
2024-01-10,Canada: Airport Passengers Screened: Eight Largest Airports (Number),130327,CA8STA@TRANSPRT
2024-01-10,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),141069,CAFSTA@TRANSPRT
2024-01-11,Canada: Airport Passengers Screened: Eight Largest Airports (Number),140982,CA8STA@TRANSPRT
2024-01-11,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),155461,CAFSTA@TRANSPRT
2024-01-12,Canada: Airport Passengers Screened: Eight Largest Airports (Number),142042,CA8STA@TRANSPRT
2024-01-12,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),157724,CAFSTA@TRANSPRT
2024-01-13,Canada: Airport Passengers Screened: Eight Largest Airports (Number),128875,CA8STA@TRANSPRT
2024-01-13,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),142774,CAFSTA@TRANSPRT
2024-01-14,Canada: Airport Passengers Screened: Eight Largest Airports (Number),121581,CA8STA@TRANSPRT
2024-01-14,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),133670,CAFSTA@TRANSPRT
2024-01-15,Canada: Airport Passengers Screened: Eight Largest Airports (Number),138994,CA8STA@TRANSPRT
2024-01-15,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),153989,CAFSTA@TRANSPRT
2024-01-16,Canada: Airport Passengers Screened: Eight Largest Airports (Number),147404,CA8STA@TRANSPRT
2024-01-16,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),165173,CAFSTA@TRANSPRT
2024-01-17,Canada: Airport Passengers Screened: Eight Largest Airports (Number),129426,CA8STA@TRANSPRT
2024-01-17,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),143514,CAFSTA@TRANSPRT
2024-01-18,Canada: Airport Passengers Screened: Eight Largest Airports (Number),144675,CA8STA@TRANSPRT
2024-01-18,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),160485,CAFSTA@TRANSPRT
2024-01-19,Canada: Airport Passengers Screened: Eight Largest Airports (Number),133285,CA8STA@TRANSPRT
2024-01-19,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),148691,CAFSTA@TRANSPRT
2024-01-20,Canada: Airport Passengers Screened: Eight Largest Airports (Number),116876,CA8STA@TRANSPRT
2024-01-20,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),129984,CAFSTA@TRANSPRT
2024-01-21,Canada: Airport Passengers Screened: Eight Largest Airports (Number),123812,CA8STA@TRANSPRT
2024-01-21,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),136880,CAFSTA@TRANSPRT
2024-01-22,Canada: Airport Passengers Screened: Eight Largest Airports (Number),141958,CA8STA@TRANSPRT
2024-01-22,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),157675,CAFSTA@TRANSPRT
2024-01-23,Canada: Airport Passengers Screened: Eight Largest Airports (Number),151089,CA8STA@TRANSPRT
2024-01-23,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),168171,CAFSTA@TRANSPRT
2024-01-24,Canada: Airport Passengers Screened: Eight Largest Airports (Number),130633,CA8STA@TRANSPRT
2024-01-24,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),144141,CAFSTA@TRANSPRT
2024-01-25,Canada: Airport Passengers Screened: Eight Largest Airports (Number),145480,CA8STA@TRANSPRT
2024-01-25,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),161674,CAFSTA@TRANSPRT
2024-01-26,Canada: Airport Passengers Screened: Eight Largest Airports (Number),129846,CA8STA@TRANSPRT
2024-01-26,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),144824,CAFSTA@TRANSPRT
2024-01-27,Canada: Airport Passengers Screened: Eight Largest Airports (Number),120701,CA8STA@TRANSPRT
2024-01-27,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),133379,CAFSTA@TRANSPRT
2024-01-28,Canada: Airport Passengers Screened: Eight Largest Airports (Number),128392,CA8STA@TRANSPRT
2024-01-28,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),142594,CAFSTA@TRANSPRT
2024-01-29,Canada: Airport Passengers Screened: Eight Largest Airports (Number),143734,CA8STA@TRANSPRT
2024-01-29,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),159593,CAFSTA@TRANSPRT
2024-01-30,Canada: Airport Passengers Screened: Eight Largest Airports (Number),149635,CA8STA@TRANSPRT
2024-01-30,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),166618,CAFSTA@TRANSPRT
2024-01-31,Canada: Airport Passengers Screened: Eight Largest Airports (Number),130684,CA8STA@TRANSPRT
2024-01-31,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),144146,CAFSTA@TRANSPRT
2024-02-01,Canada: Airport Passengers Screened: Eight Largest Airports (Number),141962,CA8STA@TRANSPRT
2024-02-01,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),158642,CAFSTA@TRANSPRT
2024-02-02,Canada: Airport Passengers Screened: Eight Largest Airports (Number),138914,CA8STA@TRANSPRT
2024-02-02,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),154389,CAFSTA@TRANSPRT
2024-02-03,Canada: Airport Passengers Screened: Eight Largest Airports (Number),126551,CA8STA@TRANSPRT
2024-02-03,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),139417,CAFSTA@TRANSPRT
2024-02-04,Canada: Airport Passengers Screened: Eight Largest Airports (Number),129078,CA8STA@TRANSPRT
2024-02-04,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),142487,CAFSTA@TRANSPRT
2024-02-05,Canada: Airport Passengers Screened: Eight Largest Airports (Number),143207,CA8STA@TRANSPRT
2024-02-05,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),160209,CAFSTA@TRANSPRT
2024-02-06,Canada: Airport Passengers Screened: Eight Largest Airports (Number),149919,CA8STA@TRANSPRT
2024-02-06,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),167382,CAFSTA@TRANSPRT
2024-02-07,Canada: Airport Passengers Screened: Eight Largest Airports (Number),134464,CA8STA@TRANSPRT
2024-02-07,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),148114,CAFSTA@TRANSPRT
2024-02-08,Canada: Airport Passengers Screened: Eight Largest Airports (Number),141708,CA8STA@TRANSPRT
2024-02-08,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),157874,CAFSTA@TRANSPRT
2024-02-09,Canada: Airport Passengers Screened: Eight Largest Airports (Number),141941,CA8STA@TRANSPRT
2024-02-09,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),158666,CAFSTA@TRANSPRT
2024-02-10,Canada: Airport Passengers Screened: Eight Largest Airports (Number),128586,CA8STA@TRANSPRT
2024-02-10,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),143118,CAFSTA@TRANSPRT
2024-02-11,Canada: Airport Passengers Screened: Eight Largest Airports (Number),139556,CA8STA@TRANSPRT
2024-02-11,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),153528,CAFSTA@TRANSPRT
2024-02-12,Canada: Airport Passengers Screened: Eight Largest Airports (Number),157433,CA8STA@TRANSPRT
2024-02-12,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),174133,CAFSTA@TRANSPRT
2024-02-13,Canada: Airport Passengers Screened: Eight Largest Airports (Number),165978,CA8STA@TRANSPRT
2024-02-13,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),185291,CAFSTA@TRANSPRT
2024-02-14,Canada: Airport Passengers Screened: Eight Largest Airports (Number),154042,CA8STA@TRANSPRT
2024-02-14,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),171419,CAFSTA@TRANSPRT
2024-02-15,Canada: Airport Passengers Screened: Eight Largest Airports (Number),155083,CA8STA@TRANSPRT
2024-02-15,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),171188,CAFSTA@TRANSPRT
2024-02-16,Canada: Airport Passengers Screened: Eight Largest Airports (Number),159002,CA8STA@TRANSPRT
2024-02-16,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),178188,CAFSTA@TRANSPRT
